rainfall_1h,rainfall_3h,rainfall_6h,rainfall_24h,rainfall_intensity,soil_moisture,river_level,river_level_change,elevation,slope,distance_to_river,historical_flood_frequency,flood_label
15.09,29.03,37.1,124.78,10.85,71.43,2.2,0.09,1855.2,38.9,7.31,0.462,0
34.97,81.76,104.77,168.27,45.21,82.44,3.45,1.04,904.6,21.6,2.55,0.817,1
11.11,18.54,28.77,55.84,10.92,30.01,1.76,-0.12,3166.7,47.7,8.68,0.34,0
34.61,56.92,81.67,126.22,27.24,47.92,2.12,-0.0,3023.8,40.5,8.04,0.242,0
16.37,17.87,37.37,58.76,14.18,55.89,1.91,0.08,973.5,30.0,4.05,0.603,0
3.38,4.27,10.67,20.63,3.44,45.09,1.55,-0.18,1560.0,28.0,4.31,0.675,0
25.26,30.06,56.28,176.93,31.9,74.22,2.15,0.49,835.1,23.0,2.91,0.657,1
29.07,67.58,94.7,135.28,32.11,67.01,3.03,0.47,1625.8,28.5,4.56,0.622,0
12.46,73.63,202.15,248.64,13.83,70.38,4.52,0.23,1177.6,30.8,5.61,0.508,0
23.58,35.42,46.85,82.34,16.82,39.0,1.55,-0.23,752.0,31.4,2.25,0.72,0
33.22,59.53,83.4,151.64,39.63,60.5,2.92,0.94,2513.6,49.5,7.11,0.463,0
15.01,25.19,37.36,62.62,13.63,36.93,1.83,-0.04,2372.5,44.2,7.37,0.459,0
26.5,36.26,67.6,122.67,29.93,42.79,2.13,0.06,1668.3,32.6,4.6,0.646,0
40.07,73.55,129.2,169.02,46.39,55.08,2.94,0.57,2737.9,46.5,9.94,0.24,0
34.54,61.27,95.65,109.08,41.67,57.73,2.89,0.55,2491.8,42.5,7.92,0.345,0
14.52,32.6,65.21,113.08,14.81,69.98,2.49,0.06,1184.4,25.6,3.42,0.676,0
12.61,23.27,42.07,73.67,14.06,59.86,2.15,0.1,925.6,34.2,3.3,0.69,0
31.99,75.19,94.27,192.7,25.7,78.83,2.97,0.41,1084.0,26.7,3.16,0.737,1
42.27,60.53,116.76,163.09,50.34,60.94,3.06,0.83,2111.1,40.0,8.22,0.54,0
7.99,31.94,49.36,114.55,8.06,50.68,1.59,-0.32,654.3,15.2,1.91,0.808,0
25.89,32.97,48.47,64.26,29.88,52.97,1.71,0.12,1199.8,23.8,5.01,0.622,0
3.33,7.7,13.07,16.49,2.61,41.35,1.71,-0.26,1947.9,38.4,6.38,0.491,0
1.52,6.14,13.63,20.32,1.27,21.22,1.45,-0.45,920.9,30.0,2.7,0.647,0
24.15,45.73,59.66,126.85,18.22,56.61,1.55,0.2,973.1,24.8,3.57,0.66,0
3.38,8.1,23.45,41.51,3.56,38.79,1.82,-0.32,1855.5,30.4,5.63,0.488,0
37.84,57.11,113.96,151.68,44.5,71.1,2.68,0.58,697.8,10.4,2.5,0.789,0
4.09,25.49,43.95,95.22,4.37,63.04,1.9,-0.37,1124.7,36.1,3.57,0.606,0
35.45,79.03,134.45,184.2,30.53,66.03,2.83,0.36,427.7,22.3,1.73,0.808,0
4.04,7.17,10.32,16.89,3.69,43.89,1.72,-0.09,890.5,19.1,5.72,0.619,0
36.62,55.51,81.54,140.53,44.04,59.83,2.63,0.44,741.6,29.4,9.63,0.527,0
14.33,26.63,40.77,90.87,16.18,46.47,2.07,-0.17,2686.7,49.9,7.7,0.307,0
8.76,43.67,81.04,102.86,7.12,67.19,2.9,0.07,2337.8,36.1,6.09,0.503,0
15.06,28.4,39.76,44.44,15.1,62.36,1.98,0.01,1050.7,26.9,3.43,0.725,0
37.73,40.18,96.77,184.07,30.53,72.39,3.04,0.89,2789.0,42.1,10.35,0.253,1
31.91,66.32,125.55,193.6,31.63,53.65,2.68,0.17,2263.1,38.5,11.16,0.4,0
2.7,5.89,26.46,40.14,2.14,27.09,1.81,-0.38,2820.6,50.2,7.49,0.365,0
7.59,21.34,50.52,94.88,7.89,41.82,1.8,-0.4,801.2,26.2,4.58,0.644,0
22.96,70.13,98.25,232.16,25.37,73.56,3.08,0.19,701.3,18.1,3.03,0.786,0
1.49,7.88,11.31,20.36,1.77,30.55,1.45,-0.45,2840.9,43.6,7.43,0.281,0
50.33,75.3,123.35,223.77,41.18,77.85,4.42,1.34,2729.9,51.3,7.33,0.393,1
3.54,6.65,13.04,63.39,3.71,41.36,1.63,-0.43,1283.2,16.9,3.67,0.682,0
0.4,1.59,2.46,3.91,0.36,47.02,1.32,-0.24,604.5,12.8,1.98,0.775,0
16.95,23.5,26.48,78.29,12.13,67.89,1.97,0.09,1417.6,32.2,6.23,0.531,0
6.52,8.67,20.15,25.49,7.52,57.46,1.77,-0.33,766.1,21.7,2.19,0.733,0
62.99,114.58,145.05,283.24,64.17,80.37,4.14,2.0,1536.9,29.3,6.53,0.535,1
15.82,39.07,82.53,134.75,13.24,63.57,2.28,-0.07,674.2,18.8,3.31,0.749,0
2.59,17.0,37.68,46.55,3.2,57.8,1.55,-0.07,631.2,17.0,2.08,0.79,0
40.3,53.61,62.38,223.63,40.96,74.15,2.04,0.68,411.4,17.8,1.62,0.809,1
0.95,2.82,5.5,10.2,1.08,35.76,1.64,-0.4,1462.1,36.4,5.36,0.5,0
15.83,23.27,52.04,124.02,13.62,49.76,1.73,-0.27,1405.3,32.3,4.63,0.637,0
1.49,4.2,7.73,14.46,1.26,39.57,1.84,-0.1,1440.1,31.2,7.85,0.564,0
92.33,99.36,112.81,266.63,73.91,80.92,4.62,3.07,2758.6,46.9,7.48,0.411,1
69.73,132.96,208.76,357.58,51.13,66.08,3.66,0.46,526.3,14.5,1.99,0.831,1
28.65,63.11,87.93,172.98,21.09,58.78,2.75,0.35,1953.9,42.2,8.06,0.466,0
24.13,57.71,81.33,160.11,19.67,75.94,3.0,0.42,2016.7,40.4,6.21,0.543,0
56.46,79.73,113.31,226.2,60.1,57.07,3.03,0.77,2692.3,38.6,11.08,0.134,1
16.87,20.7,34.05,59.96,17.17,51.54,1.85,-0.22,1437.4,28.1,9.11,0.416,0
33.29,36.44,47.72,69.77,42.84,32.48,1.8,-0.01,1756.4,38.7,5.51,0.412,0
3.58,4.32,15.4,44.67,3.33,44.26,1.36,-0.27,2997.1,44.8,7.9,0.377,0
20.11,35.11,48.22,88.17,14.78,39.53,1.67,-0.11,2801.9,45.6,7.49,0.449,0
80.85,149.42,225.09,358.34,92.4,83.71,6.55,3.41,781.2,36.2,2.93,0.745,1
25.17,29.32,104.13,121.85,22.33,68.36,3.2,0.31,3063.0,49.8,8.45,0.397,0
5.27,5.99,12.18,15.38,3.8,19.3,1.87,-0.09,2663.7,52.5,7.37,0.398,0
13.55,44.62,72.16,120.56,13.5,72.94,2.35,-0.03,806.2,15.9,2.22,0.759,0
47.0,78.37,185.01,392.38,58.05,73.99,3.8,0.95,441.9,13.6,2.16,0.833,1
26.35,69.31,113.93,219.49,26.94,80.58,3.96,0.56,2712.2,37.0,10.94,0.267,1
14.6,23.08,49.67,81.19,16.79,53.73,1.78,0.09,1699.1,36.4,5.06,0.556,0
65.91,128.05,199.76,251.77,48.51,57.42,3.99,0.83,3125.2,47.9,10.42,0.123,1
90.63,171.93,235.0,419.32,82.18,75.11,6.06,2.78,2615.9,42.1,7.27,0.364,1
84.05,100.51,167.42,185.25,71.62,80.26,4.95,2.31,2382.7,33.9,7.41,0.406,1
18.85,21.85,38.86,123.86,16.95,43.34,1.65,-0.21,2670.8,40.1,10.19,0.3,0
20.74,47.08,71.12,139.69,19.52,69.79,2.44,0.19,800.8,24.9,4.36,0.815,0
25.8,31.29,117.17,332.09,22.62,66.73,3.16,0.38,2400.8,41.6,6.93,0.432,0
11.55,22.2,49.67,150.88,10.4,53.25,1.98,-0.22,2424.5,45.1,7.09,0.39,0
4.68,9.36,34.47,95.55,5.45,63.6,1.97,-0.35,2645.1,38.6,11.25,0.311,0
48.38,104.68,132.4,279.68,37.26,61.3,3.32,0.68,2250.8,40.8,6.1,0.422,1
12.95,47.77,75.06,151.38,9.67,84.49,2.73,0.11,889.9,14.7,3.66,0.703,1
53.83,93.39,139.9,222.26,45.97,82.91,5.19,1.73,3081.9,48.9,8.4,0.327,1
3.39,10.41,14.14,27.85,2.79,29.3,1.55,-0.12,905.3,21.9,4.89,0.611,0
34.32,42.23,63.58,87.84,43.23,42.44,1.75,-0.02,971.4,26.0,3.39,0.719,0
28.62,35.53,60.17,67.12,28.32,42.36,1.74,-0.19,1312.7,19.6,7.03,0.478,0
8.9,24.03,65.53,107.37,7.66,74.21,2.51,-0.26,644.5,25.1,2.73,0.73,0
12.86,23.35,67.67,101.71,16.36,53.09,2.33,0.09,1593.2,33.1,12.02,0.427,0
14.13,20.23,48.03,93.98,13.19,43.0,2.23,-0.31,1805.6,40.5,6.39,0.469,0
19.57,21.9,44.96,97.67,20.17,48.51,2.13,0.13,2696.2,51.9,12.24,0.262,0
16.63,20.14,44.47,76.4,11.75,66.96,2.18,0.01,2773.9,42.4,7.94,0.279,0
27.46,44.23,68.72,123.41,25.23,72.8,2.96,0.29,404.2,25.5,4.79,0.723,0
24.59,60.12,118.64,171.81,30.42,80.86,4.07,0.79,1357.1,26.3,6.87,0.584,0
20.07,28.68,42.33,51.97,19.54,31.69,1.51,0.04,1867.2,39.4,4.92,0.562,0
32.19,45.65,67.98,95.88,34.5,48.06,2.26,0.35,2584.9,45.0,8.19,0.34,0
4.06,6.14,8.24,20.06,4.09,29.95,1.31,-0.32,1588.1,34.3,7.39,0.565,0
9.07,21.09,41.87,72.9,9.9,58.83,2.11,-0.01,2731.8,42.0,7.92,0.354,0
10.92,19.62,28.25,46.2,10.22,31.62,1.74,-0.18,1083.7,25.6,7.24,0.545,0
5.57,10.33,15.99,29.28,6.85,31.25,1.64,-0.21,1426.3,34.3,4.28,0.556,0
9.24,10.26,23.03,44.12,9.77,27.56,1.83,-0.32,3130.2,57.6,11.86,0.131,0
29.65,73.92,85.01,215.9,30.2,69.37,3.3,0.5,3160.9,40.9,10.75,0.273,0
24.4,52.41,131.95,242.06,25.28,62.23,3.4,0.06,799.1,30.8,2.59,0.803,1
58.96,90.99,108.87,274.52,49.56,66.92,3.58,1.43,3095.7,53.3,10.63,0.261,0
0.39,0.91,1.15,2.22,0.43,41.95,1.36,-0.47,2651.3,43.0,8.3,0.431,0
7.6,32.42,73.29,88.97,6.79,66.96,2.67,-0.15,2197.3,43.3,6.31,0.406,0
3.02,18.54,47.73,73.99,2.95,39.91,1.78,-0.19,2952.0,43.3,10.89,0.319,0
36.38,85.49,154.08,224.96,31.3,61.8,3.82,0.56,1869.2,29.9,6.91,0.455,1
18.64,30.03,34.25,56.5,20.5,35.18,1.53,-0.21,2999.3,51.5,9.59,0.357,0
25.34,54.76,77.11,157.53,27.16,55.84,2.08,0.23,1240.2,28.3,6.1,0.674,0
16.19,27.24,30.75,69.54,17.82,65.59,1.71,-0.07,2044.7,29.5,7.02,0.51,0
22.41,68.22,130.3,253.67,25.16,54.83,2.74,0.33,2381.3,39.8,6.69,0.512,1
18.64,22.03,50.27,128.93,21.51,71.91,2.5,-0.02,445.9,16.6,1.74,0.691,0
16.42,24.32,41.46,76.06,14.46,63.97,1.86,-0.19,992.5,21.1,2.78,0.625,0
16.4,25.87,40.66,59.35,11.58,44.29,1.88,-0.26,595.7,16.6,2.9,0.748,0
7.22,14.89,21.4,33.71,7.63,29.59,1.37,-0.07,1502.4,36.2,4.14,0.606,0
0.71,2.29,7.38,16.46,0.68,27.22,1.34,-0.35,606.4,23.1,4.79,0.682,0
12.85,20.36,87.8,225.01,15.49,57.04,2.76,0.11,2084.2,43.0,6.34,0.543,1
10.25,16.91,22.07,27.39,11.98,36.2,1.82,-0.33,2325.9,46.3,10.05,0.36,0
8.7,30.36,41.57,53.42,7.15,62.4,1.6,-0.13,966.7,15.6,6.81,0.532,0
14.03,23.23,36.24,57.23,11.3,61.69,2.03,0.03,2674.0,49.2,7.7,0.333,0
4.28,25.94,47.69,92.46,5.39,52.24,2.23,-0.08,1399.5,32.3,4.73,0.526,0
6.0,15.18,27.6,51.27,6.58,33.72,1.78,-0.38,545.5,15.3,3.48,0.706,0
50.29,66.94,84.05,113.22,64.8,55.31,2.5,0.93,2859.8,42.3,11.97,0.191,1
8.02,46.79,71.23,158.44,7.01,50.31,1.75,-0.26,2271.0,44.6,6.46,0.391,0
2.39,4.79,15.75,32.57,2.07,26.26,1.5,-0.38,863.8,28.3,2.69,0.776,0
17.06,31.33,56.35,106.93,14.42,56.69,2.03,-0.11,2039.0,34.9,6.52,0.52,0
3.67,4.98,8.88,25.65,3.03,40.7,0.94,-0.13,1759.8,28.1,6.0,0.462,0
11.48,36.26,68.7,162.52,12.12,63.25,2.25,-0.14,605.0,21.7,3.05,0.728,0
20.61,47.72,92.26,110.12,24.44,63.69,2.87,0.06,1166.9,31.0,4.72,0.626,0
21.88,56.69,76.59,158.13,17.75,65.54,2.88,0.34,3006.2,52.0,9.21,0.266,0
15.53,29.61,45.2,53.77,19.5,42.16,1.89,0.02,1234.5,34.9,3.41,0.614,0
5.52,11.58,14.98,27.01,5.61,43.52,1.79,-0.32,1619.5,28.6,5.44,0.527,0
28.45,59.37,103.34,175.86,31.91,62.12,2.76,0.62,1591.8,33.9,4.47,0.574,0
14.99,27.86,68.62,140.2,14.71,70.23,2.69,-0.02,1547.2,34.6,4.68,0.586,0
8.66,41.53,77.15,110.77,10.92,42.24,1.71,-0.36,1149.3,25.5,3.44,0.584,0
1.38,3.34,6.43,13.5,1.07,17.59,1.48,-0.48,2786.2,46.3,8.1,0.337,0
15.35,58.76,104.87,141.49,12.19,72.38,2.69,0.13,943.0,19.9,2.71,0.685,0
24.28,79.5,147.25,200.97,20.28,70.23,4.66,0.34,3141.7,47.6,8.16,0.31,0
5.79,6.97,19.76,45.31,5.61,63.92,2.05,-0.16,484.6,20.4,1.65,0.756,0
39.71,66.19,105.99,115.3,28.01,42.77,2.22,0.12,732.3,29.0,3.12,0.783,0
11.82,30.36,36.03,63.02,13.29,35.41,1.92,-0.12,1701.9,49.2,6.63,0.518,0
36.95,93.57,124.14,263.29,29.24,73.26,4.1,0.52,2631.8,40.6,7.77,0.304,1
12.1,21.52,34.2,40.74,9.44,35.47,1.67,-0.23,978.8,19.7,4.34,0.615,0
3.7,9.12,26.01,51.97,3.6,52.26,1.56,-0.43,2826.7,45.5,7.32,0.395,0
14.97,47.18,92.43,134.21,11.66,56.77,2.73,-0.23,2604.1,40.4,8.61,0.314,0
6.16,15.6,28.65,33.32,5.19,43.82,1.98,-0.29,2193.5,38.6,8.56,0.39,0
12.76,17.47,48.26,77.55,9.82,62.74,1.98,0.02,2550.2,33.8,9.41,0.33,0
56.64,83.32,98.14,228.13,70.57,68.17,3.1,1.53,2332.4,36.5,6.99,0.387,1
6.71,20.01,62.66,89.27,5.87,65.99,2.52,-0.34,1494.7,26.0,4.59,0.516,0
9.17,21.64,43.64,84.73,8.49,56.1,1.98,-0.11,2438.8,40.6,6.95,0.341,0
43.73,52.83,118.39,240.75,44.67,67.35,3.56,1.23,2421.9,44.2,6.7,0.4,1
6.42,9.51,17.3,44.72,5.75,40.4,1.58,-0.28,2839.6,49.6,8.14,0.431,0
37.43,40.58,75.53,179.41,29.05,78.73,2.89,0.98,2548.7,45.3,7.17,0.246,0
55.53,98.01,126.29,272.17,56.5,67.28,3.48,1.15,1264.9,32.9,4.09,0.707,1
11.83,16.27,25.81,51.46,11.14,35.9,1.79,-0.37,2386.0,33.4,9.29,0.388,0
14.99,16.18,25.06,40.64,13.25,32.51,1.38,-0.12,1383.5,38.3,6.17,0.609,0
44.75,50.93,115.94,218.83,41.1,54.55,2.7,0.28,1717.0,34.0,6.65,0.459,0
17.4,63.0,156.28,338.55,12.94,81.48,4.34,-0.02,791.5,24.9,2.97,0.695,0
9.11,49.76,104.01,129.07,7.19,66.27,2.83,-0.21,1479.0,32.0,4.0,0.682,0
60.26,87.65,189.36,312.35,73.99,86.92,5.92,2.51,1957.8,29.1,5.37,0.523,1
38.65,64.55,114.05,187.79,41.55,82.62,3.88,1.35,1222.1,29.8,5.23,0.632,1
20.44,27.74,53.67,68.01,21.62,43.2,1.61,-0.15,2390.0,40.3,11.42,0.348,0
50.61,98.32,137.81,250.48,35.86,84.15,5.16,1.38,2823.9,49.1,8.61,0.342,1
12.46,32.13,38.85,66.74,11.33,50.62,1.55,-0.03,1624.1,38.8,9.84,0.458,0
14.09,54.71,111.42,141.11,16.53,70.51,3.28,0.29,1822.2,43.8,6.24,0.511,0
45.62,70.37,129.77,255.06,39.82,86.83,4.67,1.31,1990.6,38.1,6.99,0.487,1
33.48,37.77,47.13,165.99,39.93,68.4,1.84,0.73,1463.0,30.9,3.95,0.576,1
7.93,11.4,31.76,62.1,6.67,29.84,1.68,-0.45,3098.5,45.1,10.9,0.22,0
13.69,22.44,38.41,103.43,14.04,62.26,1.98,0.15,1682.5,30.0,4.88,0.547,0
3.5,6.96,17.04,31.42,3.36,38.15,1.62,-0.14,2937.9,45.2,10.96,0.172,0
12.84,19.76,38.25,56.23,9.06,65.58,1.85,-0.06,637.5,21.7,1.85,0.882,0
20.18,40.05,62.51,86.52,22.37,39.12,2.16,-0.12,2998.2,54.8,9.78,0.347,0
39.87,80.51,94.22,263.05,50.99,85.03,3.43,1.79,741.6,29.6,4.78,0.707,1
21.45,51.99,67.98,123.31,16.73,73.03,3.15,0.19,3021.9,37.7,8.08,0.271,0
2.03,13.33,35.04,68.15,1.47,66.14,1.78,-0.31,1411.1,29.4,6.45,0.545,0
3.77,8.0,15.48,25.62,4.36,26.25,1.27,-0.12,3181.0,54.1,8.24,0.261,0
13.37,23.71,30.26,40.03,11.11,47.73,1.56,-0.07,1334.5,29.7,4.23,0.552,0
43.53,96.21,134.09,211.56,39.92,68.2,3.57,0.83,1046.7,28.0,3.71,0.558,1
62.03,70.45,189.53,226.49,52.38,81.4,5.43,1.68,2881.9,38.1,8.37,0.365,1
49.68,90.55,178.07,304.56,48.8,66.88,4.29,0.9,2367.9,39.5,10.06,0.436,1
4.35,7.78,29.43,55.44,3.55,56.23,1.62,-0.3,640.6,19.5,2.11,0.776,0
5.93,40.67,58.7,152.74,7.17,56.92,2.25,-0.32,2774.3,38.4,7.15,0.343,0
60.68,116.31,189.71,270.32,57.66,56.77,3.82,0.77,1824.4,37.1,6.25,0.5,1
14.09,30.03,49.81,84.47,10.19,48.18,1.97,-0.23,1864.4,44.6,8.94,0.382,0
9.3,12.98,24.59,46.68,11.86,42.51,1.4,-0.09,1709.1,31.4,4.56,0.456,0
34.21,39.22,85.03,111.13,27.79,48.33,2.59,0.33,3169.6,45.8,8.23,0.275,0
11.96,20.01,100.86,131.37,12.31,53.17,2.58,-0.16,878.9,18.7,3.91,0.728,0
28.87,36.87,66.32,164.68,36.95,63.22,2.42,0.78,2051.3,35.9,5.33,0.43,0
1.0,1.49,2.25,6.06,1.11,17.03,1.64,-0.43,1798.2,40.5,5.19,0.491,0
31.62,43.94,61.4,112.54,27.66,72.82,2.37,0.42,736.2,27.1,2.05,0.758,1
2.4,13.57,17.66,47.22,2.35,42.71,1.54,-0.11,2282.5,38.8,6.11,0.433,0
32.95,44.63,82.51,212.25,25.24,55.82,2.58,0.4,2891.0,48.6,12.39,0.271,1
17.37,32.96,36.45,85.45,21.29,54.59,1.78,0.0,486.5,9.1,1.59,0.825,0
11.44,14.93,23.25,33.19,13.97,33.12,1.43,-0.32,1306.9,33.0,3.6,0.533,0
39.48,79.62,129.89,151.49,51.32,50.49,2.46,0.5,449.0,24.8,2.33,0.759,0
19.47,24.39,49.8,76.25,20.06,35.62,1.95,-0.27,3048.2,56.3,10.56,0.288,0
3.52,8.59,11.71,25.8,2.67,53.72,1.66,-0.24,565.3,12.4,4.8,0.702,0
15.15,30.75,54.0,60.99,13.46,42.56,1.64,-0.09,574.5,27.7,2.22,0.741,0
20.1,37.97,50.43,66.27,16.11,57.11,2.21,-0.07,2354.5,36.7,8.73,0.313,0
77.94,148.37,236.45,324.27,60.98,92.56,5.76,1.68,763.6,15.7,3.3,0.62,1
16.5,47.49,57.79,90.95,15.38,45.63,1.95,-0.29,1149.7,27.3,4.31,0.623,0
25.34,33.43,104.93,176.8,24.49,73.07,3.75,0.49,2969.1,53.7,9.04,0.369,0
10.68,47.25,79.38,208.36,8.53,87.41,3.45,0.17,661.2,20.5,2.27,0.784,1
33.41,46.72,81.77,139.67,34.35,69.85,3.62,0.71,2712.8,50.1,7.65,0.396,0
3.63,23.55,52.12,117.1,4.45,68.96,2.51,-0.3,3014.0,41.5,8.66,0.256,0
16.6,23.8,52.81,97.63,19.99,58.56,2.16,-0.18,404.8,15.9,1.45,0.754,0
17.32,23.8,89.41,140.92,13.86,77.91,2.9,-0.03,699.6,25.2,2.05,0.739,0
12.21,51.26,110.63,180.25,13.64,83.13,3.96,0.38,1573.7,29.8,4.17,0.611,0
51.02,60.47,93.0,126.6,49.06,57.15,2.37,0.73,740.4,27.2,3.99,0.674,0
10.73,24.95,30.57,80.3,8.58,63.83,1.96,-0.18,771.5,25.9,4.62,0.604,0
3.32,6.58,10.07,17.86,2.85,54.11,1.6,-0.18,466.4,18.4,2.07,0.823,0
9.08,29.9,43.25,113.06,9.35,46.78,1.82,-0.32,1137.2,27.7,3.68,0.676,0
49.04,75.34,136.03,166.14,54.35,73.12,4.5,1.57,2212.7,49.6,6.17,0.431,1
15.62,29.97,74.62,123.31,17.9,44.13,2.07,0.04,2565.6,40.5,9.52,0.246,0
7.49,14.64,22.91,34.92,5.49,34.34,1.67,-0.09,1213.2,14.0,4.92,0.598,0
11.58,26.55,65.33,86.83,12.47,39.99,2.08,0.02,2224.1,45.1,6.01,0.439,0
3.88,5.15,8.64,10.16,4.03,23.72,1.34,-0.15,3015.3,48.1,8.15,0.395,0
17.63,32.66,38.57,50.42,14.32,54.42,2.01,-0.15,1778.0,27.8,7.13,0.475,0
5.85,12.68,19.16,37.12,4.97,54.35,1.63,-0.31,3051.5,44.4,9.66,0.279,0
24.08,33.6,50.27,91.42,18.76,67.38,2.36,0.19,2780.8,47.4,8.78,0.296,0
18.14,22.15,76.88,198.44,23.54,72.8,3.23,0.32,1884.6,42.0,5.06,0.519,0
26.05,41.76,59.67,73.41,30.75,67.36,1.98,0.45,1107.0,17.6,3.72,0.655,0
63.44,85.06,145.49,280.61,49.78,77.83,4.11,1.26,413.1,23.1,1.43,0.882,1
4.04,4.75,15.65,33.32,4.26,37.98,2.05,-0.25,2954.9,47.5,8.43,0.398,0
36.36,71.77,134.99,220.43,44.28,62.32,3.11,0.89,2450.3,35.6,6.89,0.491,1
12.25,22.32,64.16,161.87,11.95,72.58,2.82,0.08,2649.1,43.6,7.89,0.309,0
6.47,8.59,15.08,23.67,4.78,38.11,1.54,-0.37,1483.5,28.2,4.84,0.611,0
29.53,50.97,60.55,86.2,28.74,62.73,2.32,0.31,818.1,24.7,8.22,0.57,0
28.71,35.66,46.67,175.76,35.51,51.43,1.9,0.07,2154.5,31.4,7.07,0.512,0
27.66,38.07,88.34,96.92,24.78,41.13,2.69,0.18,2608.7,52.1,7.45,0.372,0
8.05,14.93,22.08,50.81,7.46,58.14,1.73,-0.14,2002.0,43.0,6.0,0.572,0
11.58,16.32,67.66,166.23,14.22,61.37,2.06,-0.24,472.9,19.4,2.89,0.772,0
18.09,40.35,89.97,171.72,22.12,67.5,2.92,0.28,881.8,31.3,3.66,0.678,0
5.82,14.72,27.02,67.82,5.63,63.99,1.66,-0.2,1411.7,27.1,5.56,0.611,0
45.04,85.92,95.67,224.63,35.21,63.15,2.99,0.75,1927.2,41.1,5.95,0.527,0
42.57,94.18,128.09,161.24,55.31,64.48,2.48,0.76,471.0,16.5,2.89,0.762,1
16.03,17.89,56.5,84.53,14.28,46.95,1.58,-0.21,692.5,27.1,2.0,0.786,0
10.9,21.49,52.68,143.87,12.31,56.6,2.2,-0.31,444.0,13.5,2.31,0.744,0
15.01,21.11,30.57,60.93,16.42,44.4,1.95,-0.04,3159.8,43.6,9.84,0.294,0
5.04,21.15,45.51,102.11,5.35,45.48,1.89,-0.3,2474.3,44.3,6.65,0.488,0
7.69,22.08,73.39,252.19,6.53,72.54,2.84,-0.04,2512.8,39.0,9.19,0.389,0
11.21,22.0,50.85,98.8,14.5,59.06,2.09,-0.14,2576.7,41.4,7.17,0.373,0
23.24,41.56,48.82,108.25,24.17,72.8,2.37,0.43,1546.9,29.9,4.57,0.635,0
24.53,39.43,52.6,73.7,29.21,44.55,1.76,-0.09,596.6,27.8,4.65,0.653,0
1.48,3.24,6.18,12.89,1.67,46.89,1.74,-0.39,715.5,23.4,2.47,0.651,0
7.03,8.26,16.85,48.74,5.38,42.58,1.61,-0.08,1808.6,37.0,7.05,0.488,0
25.36,55.33,99.28,175.63,24.48,77.84,2.93,0.35,416.9,18.1,3.12,0.72,1
43.87,73.46,112.91,164.19,56.37,59.4,2.3,0.74,525.9,17.3,6.21,0.702,1
9.45,15.85,28.81,36.83,10.82,58.13,1.8,-0.11,2031.1,31.6,8.2,0.438,0
12.4,71.45,94.76,251.83,9.16,62.0,3.01,0.0,2539.3,42.9,7.92,0.329,0
1.36,8.58,9.75,21.4,0.98,24.23,1.83,-0.12,2085.4,28.9,7.12,0.537,0
9.58,12.65,17.97,34.23,10.76,28.51,1.49,-0.32,2708.3,43.5,10.53,0.283,0
54.48,112.72,130.25,242.32,40.83,60.87,3.0,0.61,1898.1,36.3,5.74,0.537,1
13.62,31.09,42.38,87.22,17.48,49.79,1.95,0.0,1185.0,22.9,3.52,0.74,0
23.28,34.64,71.33,148.73,22.22,48.83,2.39,0.17,1510.8,35.2,5.02,0.543,0
4.13,5.27,5.92,15.76,3.01,17.21,1.51,-0.44,2800.6,44.3,7.37,0.365,0
40.15,51.24,100.33,116.4,28.66,46.14,2.15,-0.18,434.0,22.3,4.37,0.735,0
15.68,51.61,80.25,190.86,13.71,71.27,2.59,-0.02,1109.6,29.2,3.58,0.712,0
7.04,49.11,104.22,129.82,7.64,56.32,2.65,0.02,2602.6,37.6,7.16,0.457,0
58.78,92.06,105.6,174.35,62.13,47.92,2.55,0.68,2502.8,41.4,8.22,0.362,1
9.99,25.38,42.63,89.48,12.22,57.02,1.96,-0.09,1052.4,22.9,3.29,0.635,0
35.96,68.45,75.51,112.8,30.13,43.6,1.58,0.1,712.1,28.2,5.41,0.699,0
92.51,104.03,166.09,211.4,108.96,67.6,4.25,2.97,1284.0,42.1,5.38,0.568,1
37.74,87.26,170.54,226.57,38.12,68.51,4.5,0.67,3136.6,37.9,9.07,0.168,1
21.83,76.7,107.77,133.5,15.61,45.53,2.11,0.05,546.4,26.2,3.3,0.745,0
28.08,46.95,65.93,77.92,26.9,51.55,2.29,0.12,1711.7,41.1,5.27,0.571,0
18.99,30.62,133.11,213.46,13.44,56.97,3.43,0.02,2700.1,50.7,11.23,0.314,0
62.03,73.12,122.0,246.47,64.77,84.55,4.1,2.11,1484.1,33.3,4.66,0.641,1
4.35,21.51,72.2,98.94,3.31,60.44,2.63,-0.05,1560.7,30.9,4.16,0.598,0
39.58,68.15,130.91,144.25,48.05,45.39,2.67,0.5,2675.8,36.8,8.62,0.446,0
13.84,40.25,69.26,141.18,13.52,58.92,2.07,-0.06,739.7,30.9,3.86,0.733,0
35.56,44.52,58.37,75.69,43.9,30.99,1.56,-0.03,2949.9,49.6,8.44,0.293,0
19.2,44.85,61.4,115.09,21.81,50.08,1.84,-0.17,1179.8,25.2,3.67,0.653,0
3.65,23.25,48.57,111.24,4.2,58.29,2.05,-0.01,2300.2,44.5,6.42,0.439,0
79.36,142.32,153.42,264.02,58.84,62.61,3.59,1.13,2602.5,37.0,7.39,0.43,1
19.32,29.82,31.7,46.48,19.42,58.35,1.8,0.23,2747.8,45.3,8.05,0.359,0
